學校名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,學年度
大華科技大學,修,二技,0,0,0,0,276,78,92,15,0,0,0,0,0,0,3,0,新竹縣,103
大華科技大學,修,二專,60,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,新竹縣,103
醒吾科技大學,日,碩士,24,15,24,17,0,4,0,0,0,0,0,0,0,0,0,0,新北市,103
醒吾科技大學,日,四技,578,942,652,869,616,820,515,767,0,0,0,0,0,0,95,57,新北市,103
醒吾科技大學,日,二專,6,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,新北市,103
醒吾科技大學,日,五專,52,105,106,208,101,224,102,211,66,136,0,0,0,0,5,7,新北市,103
醒吾科技大學,職,碩士,16,12,14,6,0,0,0,0,0,0,0,0,0,0,0,0,新北市,103
醒吾科技大學,修,四技,167,197,163,147,165,127,233,112,0,0,0,0,0,0,63,36,新北市,103
南榮科技大學,日,碩士,5,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,臺南市,103
南榮科技大學,日,四技,395,229,177,141,178,123,191,136,0,0,0,0,0,0,31,13,臺南市,103
南榮科技大學,日,二技,0,0,0,0,7,1,16,0,0,0,0,0,0,0,0,0,臺南市,103
南榮科技大學,日,五專,16,10,56,18,68,24,50,22,38,11,0,0,0,0,4,0,臺南市,103
南榮科技大學,職,碩士,9,10,6,8,1,0,0,0,0,0,0,0,0,0,0,0,臺南市,103
南榮科技大學,修,四技,164,109,176,69,263,95,150,58,0,0,0,0,0,0,13,5,臺南市,103
南榮科技大學,修,二技,0,0,0,0,22,23,38,46,0,0,0,0,0,0,2,0,臺南市,103
南榮科技大學,修,二專,89,67,112,78,0,0,0,0,0,0,0,0,0,0,3,2,臺南市,103
文藻外語大學,日,碩士,12,22,7,17,1,17,2,8,0,0,0,0,0,0,0,0,高雄市,103
文藻外語大學,日,四技,226,1016,230,1005,267,933,217,927,0,0,0,0,0,0,73,214,高雄市,103
文藻外語大學,日,二技,0,0,0,0,23,135,6,128,0,0,0,0,0,0,7,28,高雄市,103
文藻外語大學,日,五專,59,303,60,282,49,301,48,310,46,292,0,0,0,0,2,16,高雄市,103
文藻外語大學,職,碩士,7,18,8,11,0,0,0,0,0,0,0,0,0,0,11,17,高雄市,103
文藻外語大學,修,四技,141,335,128,274,84,267,94,278,0,0,0,0,0,0,50,114,高雄市,103
文藻外語大學,修,二技,0,0,0,0,23,64,9,31,0,0,0,0,0,0,1,9,高雄市,103
華夏科技大學,日,碩士,14,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,新北市,103
華夏科技大學,日,四技,537,290,483,332,422,298,448,253,0,0,0,0,0,0,78,18,新北市,103
華夏科技大學,日,二技,0,0,0,0,37,13,36,11,0,0,0,0,0,0,2,0,新北市,103
華夏科技大學,日,五專,73,14,83,18,84,19,76,16,68,16,0,0,0,0,6,0,新北市,103
華夏科技大學,職,碩士,18,5,11,11,0,0,0,0,0,0,0,0,0,0,18,2,新北市,103
華夏科技大學,修,四技,199,104,111,56,131,88,180,90,0,0,0,0,0,0,49,27,新北市,103
華夏科技大學,修,二技,0,0,0,0,39,6,58,10,0,0,0,0,0,0,5,3,新北市,103
華夏科技大學,修,二專,62,64,79,116,0,0,0,0,0,0,0,0,0,0,8,16,新北市,103
興國管理學院,日,學士,41,25,33,29,18,14,18,10,0,0,0,0,0,0,6,3,臺南市,103
興國管理學院,修,二技,0,0,0,0,0,0,51,24,0,0,0,0,0,0,3,2,臺南市,103
興國管理學院,進,學士,0,0,29,9,46,38,43,19,0,0,0,0,0,0,10,3,臺南市,103
大漢技術學院,日,碩士,33,7,21,8,0,0,0,0,0,0,0,0,0,0,2,2,花蓮縣,103
大漢技術學院,日,四技,125,60,120,70,144,84,176,99,0,0,0,0,0,0,43,21,花蓮縣,103
大漢技術學院,日,二技,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,花蓮縣,103
大漢技術學院,修,四技,100,48,85,56,59,44,84,53,0,0,0,0,0,0,7,6,花蓮縣,103
大漢技術學院,修,二技,0,0,0,0,98,37,76,35,0,0,0,0,0,0,1,2,花蓮縣,103
大漢技術學院,修,二專,56,64,54,39,0,0,0,0,0,0,0,0,0,0,1,1,花蓮縣,103
慈濟技術學院,日,碩士,6,2,5,3,2,0,0,1,0,0,0,0,0,0,1,0,花蓮縣,103
慈濟技術學院,日,四技,165,169,124,126,107,120,111,147,0,0,0,0,0,0,38,17,花蓮縣,103
慈濟技術學院,日,二技,0,0,0,0,10,124,4,115,0,0,0,0,0,0,0,0,花蓮縣,103
慈濟技術學院,日,五專,34,221,27,222,23,221,14,233,16,180,0,0,0,0,1,16,花蓮縣,103
慈濟技術學院,修,二技,0,0,0,0,5,53,0,45,0,0,0,0,0,0,0,3,花蓮縣,103
和春技術學院,日,碩士,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,高雄市,103
和春技術學院,日,四技,192,101,194,94,265,124,220,116,0,0,0,0,0,0,102,31,高雄市,103
和春技術學院,日,二技,0,0,0,0,11,3,2,4,0,0,0,0,0,0,0,0,高雄市,103
和春技術學院,日,五專,29,22,48,35,54,30,53,32,44,44,0,0,0,0,6,3,高雄市,103
和春技術學院,修,四技,135,52,107,47,124,54,121,42,0,0,0,0,0,0,47,10,高雄市,103
和春技術學院,修,二技,0,0,0,0,60,17,29,9,0,0,0,0,0,0,2,0,高雄市,103
和春技術學院,修,二專,74,13,82,11,0,0,0,0,0,0,0,0,0,0,13,0,高雄市,103
致理技術學院,日,碩士,1,9,3,3,0,0,0,0,0,0,0,0,0,0,3,2,新北市,103
致理技術學院,日,四技,434,1127,473,1090,444,980,429,1088,0,0,0,0,0,0,98,121,新北市,103
致理技術學院,日,二技,0,0,0,0,83,155,74,116,0,0,0,0,0,0,12,13,新北市,103
致理技術學院,日,二專,54,36,76,60,0,0,0,0,0,0,0,0,0,0,6,6,新北市,103
致理技術學院,日,五專,60,268,51,277,63,268,54,265,46,217,0,0,0,0,9,12,新北市,103
致理技術學院,職,碩士,3,7,3,6,1,5,0,0,0,0,0,0,0,0,1,1,新北市,103
致理技術學院,修,四技,237,525,236,465,211,449,183,459,0,0,0,0,0,0,49,92,新北市,103
致理技術學院,修,二技,0,0,0,0,49,96,28,53,0,0,0,0,0,0,3,3,新北市,103
亞東技術學院,日,碩士,17,5,10,6,0,0,0,0,0,0,0,0,0,0,20,3,新北市,103
亞東技術學院,日,四技,791,338,815,342,829,384,725,343,0,0,0,0,0,0,123,24,新北市,103
亞東技術學院,日,二技,0,0,0,0,0,66,5,87,0,0,0,0,0,0,1,4,新北市,103
亞東技術學院,日,二專,11,3,14,5,0,0,0,0,0,0,0,0,0,0,0,0,新北市,103
亞東技術學院,修,四技,0,0,0,0,0,0,110,25,0,0,0,0,0,0,49,14,新北市,103
亞東技術學院,修,二技,0,0,0,0,0,26,0,23,0,42,0,0,0,0,0,3,新北市,103
桃園創新技術學院,日,碩士,18,4,20,1,0,0,0,0,0,0,0,0,0,0,2,0,桃園縣,103
桃園創新技術學院,日,四技,500,408,532,503,623,545,664,501,0,0,0,0,0,0,143,64,桃園縣,103
桃園創新技術學院,日,二技,0,0,0,0,20,12,10,7,0,0,0,0,0,0,0,0,桃園縣,103
桃園創新技術學院,日,二專,62,39,84,56,0,0,0,0,0,0,0,0,0,0,4,0,桃園縣,103
桃園創新技術學院,修,四技,205,100,146,101,148,113,217,152,0,0,0,0,0,0,51,25,桃園縣,103
稻江科技暨管理學院,日,碩士,11,23,9,12,6,0,5,1,0,0,0,0,0,0,0,0,嘉義縣,103
稻江科技暨管理學院,日,學士,237,280,164,135,196,285,149,265,0,0,0,0,0,0,31,13,嘉義縣,103
稻江科技暨管理學院,職,碩士,23,23,3,3,0,0,0,0,0,0,0,0,0,0,0,0,嘉義縣,103
稻江科技暨管理學院,修,二技,0,0,0,0,17,34,0,0,0,0,0,0,0,0,0,0,嘉義縣,103
稻江科技暨管理學院,進,學士,57,102,73,103,86,141,86,110,0,0,0,0,0,0,19,17,嘉義縣,103
德霖技術學院,日,四技,447,378,390,344,429,290,504,250,0,0,0,0,0,0,113,25,新北市,103
德霖技術學院,日,二技,0,0,0,0,25,46,23,42,0,0,0,0,0,0,0,0,新北市,103
德霖技術學院,日,二專,46,32,66,34,0,0,0,0,0,0,0,0,0,0,2,3,新北市,103
德霖技術學院,日,五專,197,118,243,138,271,148,206,123,263,75,0,0,0,0,24,3,新北市,103
德霖技術學院,修,四技,155,80,245,111,202,93,242,109,0,0,0,0,0,0,82,23,新北市,103
德霖技術學院,修,二技,0,0,0,0,178,92,136,79,0,0,0,0,0,0,19,2,新北市,103
德霖技術學院,修,二專,164,103,90,60,0,0,0,0,0,0,0,0,0,0,14,5,新北市,103
蘭陽技術學院,日,四技,89,92,141,84,180,113,204,138,0,0,0,0,0,0,77,40,宜蘭縣,103
蘭陽技術學院,日,二技,0,0,0,0,4,8,32,24,0,0,0,0,0,0,5,4,宜蘭縣,103
蘭陽技術學院,日,二專,0,0,12,2,0,0,0,0,0,0,0,0,0,0,3,0,宜蘭縣,103
蘭陽技術學院,日,五專,60,35,93,52,136,94,111,59,95,82,0,0,0,0,15,8,宜蘭縣,103
蘭陽技術學院,修,四技,0,0,0,0,0,0,9,2,0,0,0,0,0,0,1,0,宜蘭縣,103
蘭陽技術學院,修,二技,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,宜蘭縣,103
蘭陽技術學院,修,二專,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,宜蘭縣,103
黎明技術學院,日,四技,390,385,369,296,395,243,329,185,0,0,0,0,0,0,41,5,新北市,103
黎明技術學院,日,二技,0,0,0,0,0,9,1,18,0,0,0,0,0,0,0,0,新北市,103
黎明技術學院,日,五專,131,27,175,25,181,28,148,27,186,9,0,0,0,0,6,0,新北市,103
黎明技術學院,修,四技,146,79,126,64,108,47,152,84,0,0,0,0,0,0,0,0,新北市,103
黎明技術學院,修,二技,0,0,0,0,0,41,1,9,0,0,0,0,0,0,0,0,新北市,103
黎明技術學院,修,二專,6,72,5,53,0,0,0,0,0,0,0,0,0,0,0,0,新北市,103
東方設計學院,日,博士,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,高雄市,103
東方設計學院,日,碩士,11,15,4,8,0,0,0,0,0,0,0,0,0,0,3,6,高雄市,103
東方設計學院,日,四技,229,235,268,281,272,281,204,208,0,0,0,0,0,0,42,26,高雄市,103
東方設計學院,日,二技,0,0,0,0,18,16,10,14,0,0,0,0,0,0,1,1,高雄市,103
東方設計學院,日,二專,0,0,4,5,0,0,0,0,0,0,0,0,0,0,2,0,高雄市,103
東方設計學院,日,五專,119,156,155,237,209,246,115,183,57,101,0,0,0,0,5,8,高雄市,103
東方設計學院,職,碩士,15,16,10,8,0,0,0,0,0,0,0,0,0,0,7,7,高雄市,103
東方設計學院,修,四技,13,11,18,13,31,16,33,5,0,0,0,0,0,0,11,1,高雄市,103
經國管理暨健康學院,日,碩士,4,6,2,7,1,2,0,1,0,0,0,0,0,0,0,0,基隆市,103
經國管理暨健康學院,日,四技,217,307,154,255,153,240,121,227,0,0,0,0,0,0,32,43,基隆市,103
經國管理暨健康學院,日,二技,0,0,0,0,1,57,1,57,0,0,0,0,0,0,1,1,基隆市,103
經國管理暨健康學院,日,五專,97,276,81,278,79,277,48,206,44,209,0,0,0,0,8,33,基隆市,103
經國管理暨健康學院,職,碩士,1,19,6,14,2,1,0,0,0,0,0,0,0,0,0,1,基隆市,103
經國管理暨健康學院,修,四技,30,44,28,33,46,53,41,69,0,0,0,0,0,0,12,6,基隆市,103
經國管理暨健康學院,修,二技,0,0,0,0,3,94,1,70,0,0,0,0,0,0,0,4,基隆市,103
崇右技術學院,日,碩士,10,19,6,5,0,0,0,0,0,0,0,0,0,0,0,0,基隆市,103
崇右技術學院,日,四技,266,321,238,272,236,344,209,274,0,0,0,0,0,0,47,57,基隆市,103
崇右技術學院,日,二技,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,基隆市,103
崇右技術學院,日,五專,56,51,76,74,77,156,89,121,79,119,0,0,0,0,4,11,基隆市,103
大同技術學院,日,四技,183,280,227,258,188,194,180,203,0,0,0,0,0,0,35,17,嘉義市,103
大同技術學院,日,二技,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,嘉義市,103
大同技術學院,日,五專,14,13,28,34,30,29,21,20,20,21,0,0,0,0,1,0,嘉義市,103
大同技術學院,修,四技,53,64,52,79,57,66,47,78,0,0,0,0,0,0,14,14,嘉義市,103
大同技術學院,修,二技,0,0,0,0,49,146,33,92,0,0,0,0,0,0,4,4,嘉義市,103
大同技術學院,修,二專,6,14,16,14,0,0,0,0,0,0,0,0,0,0,2,2,嘉義市,103
亞太創意技術學院,日,碩士,15,18,10,13,4,1,0,0,0,0,0,0,0,0,0,0,苗栗縣,103
亞太創意技術學院,日,四技,98,75,122,92,167,138,233,189,0,0,0,0,0,0,63,35,苗栗縣,103
亞太創意技術學院,日,二技,0,0,0,0,0,0,9,102,0,0,0,0,0,0,0,0,苗栗縣,103
亞太創意技術學院,修,四技,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,苗栗縣,103
亞太創意技術學院,修,二技,0,0,0,0,0,0,15,201,0,0,0,0,0,0,0,0,苗栗縣,103
亞太創意技術學院,修,二專,0,0,6,195,0,0,0,0,0,0,0,0,0,0,0,0,苗栗縣,103
臺灣觀光學院,日,碩士,6,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,花蓮縣,103
臺灣觀光學院,日,四技,101,123,111,118,155,133,201,150,0,0,0,0,0,0,37,12,花蓮縣,103
臺灣觀光學院,日,二技,0,0,0,0,7,15,19,18,0,0,0,0,0,0,0,0,花蓮縣,103
臺灣觀光學院,日,二專,11,8,4,4,0,0,0,0,0,0,0,0,0,0,1,1,花蓮縣,103
臺灣觀光學院,日,五專,21,51,31,35,0,0,0,0,19,32,0,0,0,0,0,2,花蓮縣,103
臺灣觀光學院,修,四技,20,25,8,19,15,18,10,25,0,0,0,0,0,0,4,1,花蓮縣,103
臺灣觀光學院,修,二技,0,0,0,0,20,19,9,11,0,0,0,0,0,0,0,1,花蓮縣,103
臺灣觀光學院,修,4+X,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,花蓮縣,103
臺灣觀光學院,修,二專,19,22,26,33,0,0,0,0,0,0,0,0,0,0,3,1,花蓮縣,103
台北海洋技術學院,日,四技,549,580,520,492,525,436,431,329,0,0,0,0,0,0,53,24,臺北市,103
台北海洋技術學院,日,二技,0,0,0,0,86,26,64,26,0,0,0,0,0,0,1,1,臺北市,103
台北海洋技術學院,日,4+X,35,7,40,4,0,0,0,0,0,0,0,0,0,0,0,0,臺北市,103
台北海洋技術學院,日,二專,149,34,114,23,0,0,0,0,0,0,0,0,0,0,11,6,臺北市,103
台北海洋技術學院,日,五專,158,114,178,134,193,109,178,101,152,75,0,0,0,0,9,3,臺北市,103
台北海洋技術學院,修,四技,21,9,24,12,28,24,40,33,0,0,0,0,0,0,13,3,臺北市,103
台北海洋技術學院,修,二技,0,0,0,0,14,31,26,25,0,0,0,0,0,0,1,0,臺北市,103
台北海洋技術學院,修,二專,74,7,52,3,0,0,0,0,0,0,0,0,0,0,6,0,臺北市,103
馬偕醫學院,日,碩士,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,新北市,103
馬偕醫學院,日,學士,40,77,43,75,37,79,42,35,31,9,29,11,0,0,0,1,新北市,103
馬偕醫學院,修,二技,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,新北市,103
法鼓文理學院,日,博士,2,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,新北市,103
法鼓文理學院,日,碩士,5,13,4,10,6,10,6,16,0,0,0,0,0,0,0,0,新北市,103
法鼓文理學院,日,學士,6,10,2,5,2,11,3,9,0,0,0,0,0,0,0,0,新北市,103
康寧醫護暨管理專科學校,日,二專,8,54,5,46,0,0,0,0,0,0,0,0,0,0,0,2,臺北市,103
康寧醫護暨管理專科學校,日,五專,125,440,141,461,106,456,95,435,68,442,0,0,0,0,10,32,臺北市,103
康寧醫護暨管理專科學校,修,二專,31,143,11,109,0,0,0,0,0,0,0,0,0,0,3,4,臺北市,103
馬偕醫護管理專科學校,日,二專,1,20,10,34,0,0,0,0,0,0,0,0,0,0,5,12,臺北市,103
馬偕醫護管理專科學校,日,五專,89,733,95,708,73,686,53,653,36,532,0,0,0,0,3,40,臺北市,103
馬偕醫護管理專科學校,修,二專,167,135,4,69,0,0,0,0,0,0,0,0,0,0,0,2,臺北市,103
仁德醫護管理專科學校,日,五專,230,937,259,975,302,924,227,887,203,830,0,0,0,0,87,128,苗栗縣,103
仁德醫護管理專科學校,修,二專,147,175,57,70,0,0,0,0,0,0,0,0,0,0,11,6,苗栗縣,103
樹人醫護管理專科學校,日,五專,299,963,339,1049,346,993,253,890,236,786,0,0,0,0,76,167,高雄市,103
樹人醫護管理專科學校,修,二專,166,66,97,37,32,6,31,12,0,0,0,0,0,0,2,2,高雄市,103
慈惠醫護管理專科學校,日,二專,27,44,36,41,0,0,0,0,0,0,0,0,0,0,5,7,屏東縣,103
慈惠醫護管理專科學校,日,五專,284,868,337,919,343,970,287,834,218,743,0,0,0,0,63,157,屏東縣,103
慈惠醫護管理專科學校,修,二專,54,100,46,69,10,5,6,4,0,0,0,0,0,0,5,8,屏東縣,103
耕莘健康管理專科學校,日,五專,126,920,103,933,119,950,69,735,63,795,0,0,0,0,27,66,新北市,103
耕莘健康管理專科學校,修,二專,1,38,0,40,0,0,0,0,0,0,0,0,0,0,0,1,新北市,103
敏惠醫護管理專科學校,日,五專,92,691,100,704,91,714,70,639,76,629,0,0,0,0,12,57,臺南市,103
高美醫護管理專科學校,日,五專,29,62,21,75,24,119,38,120,29,135,0,0,0,0,0,0,高雄市,103
高美醫護管理專科學校,修,二專,69,53,35,41,0,0,0,0,0,0,0,0,0,0,0,0,高雄市,103
育英醫護管理專科學校,日,五專,34,354,33,356,29,367,22,398,19,341,0,0,0,0,8,49,高雄市,103
崇仁醫護管理專科學校,日,五專,78,599,85,625,69,573,60,543,50,514,0,0,0,0,10,32,嘉義市,103
崇仁醫護管理專科學校,修,二專,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,1,嘉義市,103
聖母醫護管理專科學校,日,五專,175,600,184,598,156,585,136,539,125,600,0,0,0,0,0,4,宜蘭縣,103
新生醫護管理專科學校,日,五專,134,1031,143,1059,122,1050,90,1043,75,966,0,0,0,0,12,44,桃園縣,103
新生醫護管理專科學校,修,二專,17,41,6,22,0,0,0,0,0,0,0,0,0,0,0,0,桃園縣,103
臺北市立大學,日,博士,21,25,10,20,11,20,13,17,14,15,12,11,14,17,9,7,臺北市,103
臺北市立大學,日,碩士,139,284,106,228,79,178,51,111,0,0,0,0,0,0,18,39,臺北市,103
臺北市立大學,日,學士,588,705,521,670,499,628,488,600,0,0,0,0,0,0,179,93,臺北市,103
臺北市立大學,職,碩士,114,271,114,225,39,79,24,39,0,0,0,0,0,0,33,48,臺北市,103
國立政治大學,日,博士,109,74,105,65,72,55,82,51,90,47,68,37,64,44,0,0,臺北市,104
國立政治大學,日,碩士,655,754,569,655,346,431,210,262,0,0,0,0,0,0,0,0,臺北市,104
國立政治大學,日,學士,993,1199,864,1398,846,1398,871,1387,0,0,0,0,0,0,365,415,臺北市,104
國立政治大學,職,碩士,287,286,298,220,187,148,82,61,49,48,0,0,0,0,0,0,臺北市,104
國立清華大學,日,博士,230,60,219,54,200,46,182,50,171,47,145,40,163,47,23,4,新竹市,104
國立清華大學,日,碩士,1133,528,1101,482,346,193,117,83,0,0,0,0,0,0,4,0,新竹市,104
國立清華大學,日,學士,950,574,972,529,979,531,990,497,0,0,0,0,0,0,211,82,新竹市,104
國立清華大學,職,碩士,103,49,70,46,20,23,14,7,0,0,0,0,0,0,11,9,新竹市,104
國立臺灣大學,日,博士,456,200,441,173,378,161,434,163,397,180,314,143,374,151,0,0,臺北市,104
國立臺灣大學,日,碩士,2457,1509,2332,1432,898,603,449,389,0,0,0,0,0,0,0,0,臺北市,104
國立臺灣大學,日,學士,2075,1579,2109,1674,2076,1579,2109,1593,164,86,139,42,99,31,670,507,臺北市,104
國立臺灣大學,職,碩士,259,165,265,130,142,73,67,26,24,10,21,9,0,0,0,0,臺北市,104
國立臺灣大學,進,學士,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,臺北市,104
國立臺灣師範大學,日,博士,134,130,122,98,109,114,104,93,91,85,88,68,78,74,0,0,臺北市,104
國立臺灣師範大學,日,碩士,590,759,559,669,296,473,197,380,0,0,0,0,0,0,0,0,臺北市,104
國立臺灣師範大學,日,學士,849,1070,810,1090,785,1074,706,1031,0,0,0,0,0,0,249,255,臺北市,104
國立臺灣師範大學,職,碩士,138,310,129,314,92,191,38,117,45,90,39,61,0,0,0,0,臺北市,104
國立臺灣師範大學,暑,碩士,7,27,25,81,7,42,5,53,7,30,2,1,0,0,0,0,臺北市,104
國立成功大學,日,博士,271,105,216,102,199,83,230,82,235,82,208,72,217,62,6,1,臺南市,104
國立成功大學,日,碩士,1835,975,1681,878,450,302,149,142,0,0,0,0,0,0,2,8,臺南市,104
國立成功大學,日,學士,1729,981,1705,1001,1653,964,1634,909,78,62,54,19,51,19,396,147,臺南市,104
國立成功大學,職,碩士,275,167,239,142,178,86,73,22,47,12,0,0,0,0,0,0,臺南市,104
國立中興大學,日,博士,99,43,117,48,118,39,118,45,120,46,114,42,113,46,7,1,臺中市,104
國立中興大學,日,碩士,872,531,869,508,231,148,92,72,0,0,0,0,0,0,0,1,臺中市,104
國立中興大學,日,學士,1166,783,1125,815,1167,807,1116,800,32,34,0,0,0,0,189,80,臺中市,104
國立中興大學,職,碩士,361,176,326,164,203,74,128,32,71,28,0,0,0,0,0,0,臺中市,104
國立中興大學,進,學士,105,134,96,125,79,140,71,138,55,70,0,0,0,0,9,2,臺中市,104
國立交通大學,日,博士,253,78,247,55,219,46,200,34,186,49,189,36,175,27,35,7,新竹市,104
國立交通大學,日,碩士,1426,612,1373,570,771,307,168,105,0,0,0,0,0,0,1,1,新竹市,104
國立交通大學,日,學士,944,384,946,411,913,399,851,398,0,0,0,0,0,0,154,37,新竹市,104
國立交通大學,職,碩士,345,155,251,127,217,60,129,52,0,0,0,0,0,0,106,34,新竹市,104
國立中央大學,日,博士,143,58,126,51,114,31,126,28,106,36,91,39,106,33,8,0,桃園市,104
國立中央大學,日,碩士,1009,482,916,408,317,114,79,74,0,0,0,0,0,0,1,1,桃園市,104
國立中央大學,日,學士,965,530,961,539,906,531,962,488,0,0,0,0,0,0,182,53,桃園市,104
國立中央大學,職,碩士,311,226,311,158,129,54,73,24,48,13,0,0,0,0,1,0,桃園市,104
國立中山大學,日,博士,98,47,81,44,91,34,96,45,81,31,76,25,69,34,0,0,高雄市,104
國立中山大學,日,碩士,770,414,708,361,298,172,116,77,0,0,0,0,0,0,0,1,高雄市,104
國立中山大學,日,學士,717,420,700,445,697,405,679,384,0,0,0,0,0,0,168,66,高雄市,104
國立中山大學,職,碩士,180,145,165,142,48,55,24,26,0,0,0,0,0,0,37,17,高雄市,104
國立中山大學,暑,碩士,0,2,1,4,0,4,2,5,0,0,0,0,0,0,2,3,高雄市,104
國立臺灣海洋大學,日,博士,39,18,46,8,27,12,28,8,27,12,33,7,31,7,17,1,基隆市,104
國立臺灣海洋大學,日,碩士,449,190,392,175,132,51,29,7,0,0,0,0,0,0,3,3,基隆市,104
國立臺灣海洋大學,日,學士,974,406,940,441,911,433,912,415,0,0,0,0,0,0,166,28,基隆市,104
國立臺灣海洋大學,職,碩士,142,108,132,80,48,18,20,10,6,3,1,1,0,0,0,0,基隆市,104
國立臺灣海洋大學,修,4+X,84,8,40,1,1,0,0,0,0,0,0,0,0,0,0,0,基隆市,104
國立臺灣海洋大學,進,學士,87,49,60,51,72,49,63,50,24,16,0,0,0,0,5,2,基隆市,104
國立中正大學,日,博士,73,39,63,27,51,28,59,26,53,18,50,20,51,30,3,0,嘉義縣,104
國立中正大學,日,碩士,696,380,660,356,260,168,127,115,0,0,0,0,0,0,0,4,嘉義縣,104
國立中正大學,日,學士,909,738,892,759,828,771,829,764,0,0,0,0,0,0,169,68,嘉義縣,104
國立中正大學,職,碩士,268,248,221,255,95,109,95,60,135,109,0,0,0,0,0,0,嘉義縣,104
國立高雄師範大學,日,博士,38,39,40,33,36,46,44,34,31,32,17,27,22,28,4,7,高雄市,104
國立高雄師範大學,日,碩士,198,290,172,225,111,182,77,135,0,0,0,0,0,0,10,29,高雄市,104
國立高雄師範大學,日,學士,427,455,391,429,398,453,357,455,0,0,0,0,0,0,47,59,高雄市,104
國立高雄師範大學,職,碩士,122,270,126,228,74,168,38,61,31,54,28,53,0,0,0,0,高雄市,104
國立彰化師範大學,日,博士,51,38,49,30,48,27,34,27,33,26,34,19,27,21,0,0,彰化縣,104
國立彰化師範大學,日,碩士,317,276,273,239,120,155,66,78,0,0,0,0,0,0,0,0,彰化縣,104
國立彰化師範大學,日,學士,620,548,589,559,602,585,609,568,0,0,0,0,0,0,114,56,彰化縣,104
國立彰化師範大學,職,碩士,161,177,151,154,53,73,28,26,20,13,50,53,0,0,0,0,彰化縣,104
國立彰化師範大學,暑,碩士,29,70,24,44,18,31,14,21,5,22,23,26,0,0,0,0,彰化縣,104
國立陽明大學,日,博士,101,57,98,53,83,66,67,56,76,49,65,55,66,42,0,0,臺北市,104
國立陽明大學,日,碩士,207,276,193,278,61,89,22,41,0,0,0,0,0,0,1,0,臺北市,104
國立陽明大學,日,學士,207,188,210,186,208,197,214,175,116,68,99,64,87,43,29,9,臺北市,104
國立陽明大學,職,碩士,18,35,10,26,6,9,4,7,1,9,0,0,0,0,0,0,臺北市,104
國立臺北大學,日,博士,20,15,19,11,30,9,14,7,13,12,13,9,5,2,2,1,新北市,104
國立臺北大學,日,碩士,248,243,235,236,101,114,76,74,0,0,0,0,0,0,0,1,新北市,104
國立臺北大學,日,學士,672,740,585,808,616,777,612,801,0,0,0,0,0,0,113,132,新北市,104
國立臺北大學,職,碩士,85,99,82,95,0,0,0,0,0,0,0,0,0,0,47,61,新北市,104
國立臺北大學,修,4+X,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,新北市,104
國立臺北大學,進,學士,209,327,147,202,157,200,185,289,9,31,0,0,0,0,74,96,新北市,104
國立嘉義大學,日,博士,23,19,18,16,16,11,13,14,6,14,8,15,4,5,3,0,嘉義市,104
國立嘉義大學,日,碩士,257,282,270,224,142,123,91,79,0,0,0,0,0,0,10,10,嘉義市,104
國立嘉義大學,日,學士,1009,949,997,955,944,969,924,918,31,20,0,0,0,0,149,53,嘉義市,104
國立嘉義大學,職,碩士,126,206,138,172,104,128,29,42,0,0,0,0,0,0,19,34,嘉義市,104
國立嘉義大學,進,學士,377,236,264,229,247,231,238,192,0,0,0,0,0,0,45,45,嘉義市,104
國立高雄大學,日,博士,5,0,1,0,3,1,3,1,2,0,1,0,0,0,0,0,高雄市,104
國立高雄大學,日,碩士,165,84,160,74,68,19,36,13,0,0,0,0,0,0,0,0,高雄市,104
國立高雄大學,日,學士,585,434,577,455,595,425,540,424,0,0,0,0,0,0,107,43,高雄市,104
國立高雄大學,職,碩士,86,54,77,39,50,21,40,12,20,14,13,1,0,0,0,0,高雄市,104
國立高雄大學,修,二技,0,0,0,0,42,21,37,16,23,20,0,0,0,0,9,0,高雄市,104
國立東華大學,日,博士,26,26,46,23,53,26,37,17,29,18,17,19,20,15,3,0,花蓮縣,104
