學校名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,學年度
長榮大學,職,碩士,29,22,21,19,9,13,6,10,10,7,0,0,0,0,0,0,臺南市,105
長榮大學,修,二技,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,臺南市,105
長榮大學,進,學士,128,119,44,42,57,35,60,26,0,0,0,0,0,0,15,8,臺南市,105
弘光科技大學,日,博士,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺中市,105
弘光科技大學,日,碩士,26,56,23,54,11,30,1,11,0,0,0,0,0,0,0,0,臺中市,105
弘光科技大學,日,四技,671,1213,719,1101,663,1119,635,1083,0,0,0,0,0,0,121,131,臺中市,105
弘光科技大學,日,二技,0,0,0,0,14,346,11,344,0,0,0,0,0,0,0,1,臺中市,105
弘光科技大學,日,五專,3,49,4,48,3,49,2,51,4,48,0,0,0,0,0,3,臺中市,105
弘光科技大學,職,碩士,15,23,11,20,4,12,1,12,0,0,0,0,0,0,0,0,臺中市,105
弘光科技大學,修,四技,400,472,329,451,296,400,310,408,10,30,0,0,0,0,84,99,臺中市,105
弘光科技大學,修,二技,0,0,0,0,15,307,20,320,15,304,0,0,0,0,1,9,臺中市,105
弘光科技大學,修,二專,0,23,7,33,0,0,0,0,0,0,0,0,0,0,1,7,臺中市,105
中國醫藥大學,日,博士,52,30,40,29,38,26,41,20,29,20,18,7,7,4,0,0,臺中市,105
中國醫藥大學,日,碩士,107,169,54,124,20,34,5,7,0,1,0,1,0,0,0,0,臺中市,105
中國醫藥大學,日,學士,537,696,524,717,578,709,541,737,321,302,179,120,157,88,90,84,臺中市,105
中國醫藥大學,職,碩士,10,22,15,19,0,1,0,1,1,0,0,0,0,0,0,0,臺中市,105
中國醫藥大學,修,二技,0,0,0,0,4,28,5,22,5,14,0,0,0,0,0,0,臺中市,105
健行科技大學,日,碩士,115,65,57,16,25,5,23,1,0,0,0,0,0,0,0,0,桃園市,105
健行科技大學,日,四技,973,556,1148,662,1263,652,1100,587,0,0,0,0,0,0,245,101,桃園市,105
健行科技大學,日,二技,0,0,0,0,11,27,22,31,0,0,0,0,0,0,4,3,桃園市,105
健行科技大學,日,二專,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,桃園市,105
健行科技大學,日,五專,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,桃園市,105
健行科技大學,職,碩士,29,30,7,5,3,2,11,0,6,1,0,0,0,0,0,0,桃園市,105
健行科技大學,修,四技,508,222,461,282,419,279,369,283,0,0,0,0,0,0,163,62,桃園市,105
健行科技大學,修,二技,0,0,0,0,24,28,36,29,0,0,0,0,0,0,2,0,桃園市,105
正修科技大學,日,博士,3,0,4,0,1,0,2,0,1,0,1,0,0,0,0,0,高雄市,105
正修科技大學,日,碩士,103,68,94,48,31,13,8,2,0,0,0,0,0,0,0,0,高雄市,105
正修科技大學,日,四技,1333,971,1322,1043,1473,1029,1375,999,0,0,0,0,0,0,163,57,高雄市,105
正修科技大學,日,五專,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,高雄市,105
正修科技大學,職,碩士,40,26,35,26,7,2,3,1,0,0,0,0,0,0,0,0,高雄市,105
正修科技大學,修,四技,942,573,834,486,774,492,742,501,0,0,0,0,0,0,264,101,高雄市,105
正修科技大學,修,二技,0,0,0,0,257,394,177,306,0,0,0,0,0,0,17,12,高雄市,105
正修科技大學,修,二專,52,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,高雄市,105
萬能科技大學,日,碩士,29,17,25,19,14,12,10,4,0,0,0,0,0,0,0,0,桃園市,105
萬能科技大學,日,四技,830,825,765,722,769,728,837,823,0,0,0,0,0,0,132,53,桃園市,105
萬能科技大學,日,二技,0,0,0,0,5,10,3,9,0,0,0,0,0,0,0,0,桃園市,105
萬能科技大學,職,碩士,49,38,17,5,3,2,8,1,1,0,0,0,0,0,0,0,桃園市,105
萬能科技大學,修,四技,622,519,472,407,513,379,324,291,0,0,0,0,0,0,91,35,桃園市,105
萬能科技大學,修,二技,0,0,0,0,150,164,57,82,0,0,0,0,0,0,3,2,桃園市,105
玄奘大學,日,博士,0,0,0,0,0,0,0,0,2,0,3,0,0,2,0,0,新竹市,105
玄奘大學,日,碩士,39,60,54,51,59,78,2,2,0,0,0,0,0,0,0,0,新竹市,105
玄奘大學,日,學士,248,444,443,585,457,536,414,533,0,0,0,0,0,0,119,56,新竹市,105
玄奘大學,職,碩士,17,35,21,38,23,40,11,16,1,0,1,1,0,0,0,0,新竹市,105
玄奘大學,修,二技,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,新竹市,105
玄奘大學,進,學士,98,122,41,65,71,98,74,109,0,0,0,0,0,0,59,29,新竹市,105
建國科技大學,日,碩士,33,36,57,27,14,7,6,3,0,0,0,0,0,0,0,0,彰化縣,105
建國科技大學,日,四技,882,501,961,587,1072,621,1084,593,0,0,0,0,0,0,151,69,彰化縣,105
建國科技大學,日,二技,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,彰化縣,105
建國科技大學,修,四技,414,117,240,99,251,112,219,96,0,0,0,0,0,0,41,8,彰化縣,105
建國科技大學,修,二技,0,0,0,0,109,65,50,45,0,0,0,0,0,0,1,0,彰化縣,105
明志科技大學,日,博士,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,新北市,105
明志科技大學,日,碩士,106,48,128,36,48,12,21,3,0,0,0,0,0,0,0,0,新北市,105
明志科技大學,日,四技,642,253,622,260,602,270,588,288,0,0,0,0,0,0,66,13,新北市,105
明志科技大學,日,二技,0,0,0,0,6,6,14,7,0,0,0,0,0,0,0,0,新北市,105
明志科技大學,職,碩士,9,1,16,6,7,0,6,0,2,1,0,0,0,0,0,0,新北市,105
明志科技大學,修,四技,103,37,60,35,84,34,59,37,0,0,0,0,0,0,16,4,新北市,105
明志科技大學,修,二技,0,0,0,0,0,0,3,21,0,0,0,0,0,0,2,0,新北市,105
高苑科技大學,日,碩士,43,16,39,16,17,4,9,2,0,0,0,0,0,0,0,0,高雄市,105
高苑科技大學,日,四技,748,260,837,348,815,381,859,390,0,0,0,0,0,0,151,56,高雄市,105
高苑科技大學,職,碩士,92,46,74,33,21,2,5,1,2,0,0,0,0,0,0,0,高雄市,105
高苑科技大學,修,四技,237,102,298,138,221,97,246,92,0,0,0,0,0,0,98,13,高雄市,105
大仁科技大學,日,碩士,17,14,15,14,2,1,1,0,0,0,0,0,0,0,0,0,屏東縣,105
大仁科技大學,日,四技,525,598,613,685,525,563,538,621,80,122,0,0,0,0,127,55,屏東縣,105
大仁科技大學,日,二技,0,0,0,0,2,18,1,10,0,0,0,0,0,0,0,0,屏東縣,105
大仁科技大學,職,碩士,50,57,16,16,8,6,0,0,0,1,0,0,0,0,0,0,屏東縣,105
大仁科技大學,修,四技,85,67,96,71,106,76,97,84,0,0,0,0,0,0,21,15,屏東縣,105
大仁科技大學,修,二技,0,0,0,0,109,431,63,239,0,0,0,0,0,0,5,43,屏東縣,105
聖約翰科技大學,日,碩士,41,14,44,2,19,3,27,0,0,0,0,0,0,0,0,0,新北市,105
聖約翰科技大學,日,四技,547,240,651,288,691,307,750,294,0,0,0,0,0,0,205,43,新北市,105
聖約翰科技大學,日,二技,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,新北市,105
聖約翰科技大學,日,4+X,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,新北市,105
聖約翰科技大學,日,五專,96,21,76,28,0,0,0,0,0,0,0,0,0,0,0,0,新北市,105
聖約翰科技大學,職,碩士,20,13,15,8,1,1,4,1,0,0,0,0,0,0,0,0,新北市,105
聖約翰科技大學,修,四技,18,10,24,17,30,23,44,23,0,0,0,0,0,0,23,8,新北市,105
嶺東科技大學,日,碩士,54,64,43,46,18,16,10,10,0,0,0,0,0,0,0,0,臺中市,105
嶺東科技大學,日,四技,711,1116,730,1117,685,1164,616,1111,0,0,0,0,0,0,115,76,臺中市,105
嶺東科技大學,日,二技,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,臺中市,105
嶺東科技大學,職,碩士,44,20,28,14,0,1,1,2,0,0,0,0,0,0,0,0,臺中市,105
嶺東科技大學,修,四技,389,376,295,283,303,272,273,244,0,0,0,0,0,0,74,67,臺中市,105
中國科技大學,日,碩士,39,32,32,13,10,9,3,2,0,0,0,0,0,0,0,0,臺北市,105
中國科技大學,日,四技,976,1388,959,1390,913,1354,808,1346,0,0,0,0,0,0,129,105,臺北市,105
中國科技大學,日,二技,0,0,0,0,2,2,0,5,0,0,0,0,0,0,0,0,臺北市,105
中國科技大學,職,碩士,9,7,5,10,3,1,0,0,0,0,0,0,0,0,0,0,臺北市,105
中國科技大學,修,四技,304,203,262,245,285,278,276,280,0,0,0,0,0,0,100,71,臺北市,105
中國科技大學,修,二技,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,臺北市,105
中國科技大學,修,4+X,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市,105
中臺科技大學,日,博士,3,0,3,0,1,1,4,0,2,0,2,1,3,1,0,0,臺中市,105
中臺科技大學,日,碩士,28,44,19,47,6,3,4,12,0,2,0,0,0,0,0,0,臺中市,105
中臺科技大學,日,四技,544,784,551,819,506,838,438,827,0,0,0,0,0,0,134,137,臺中市,105
中臺科技大學,日,二技,0,0,0,0,43,232,47,213,0,0,0,0,0,0,3,8,臺中市,105
中臺科技大學,職,碩士,22,91,12,90,3,9,4,39,0,0,0,0,0,0,0,0,臺中市,105
中臺科技大學,修,四技,195,309,153,207,129,218,122,211,0,0,0,0,0,0,70,100,臺中市,105
中臺科技大學,修,二技,0,0,0,0,56,389,48,319,37,252,0,0,0,0,11,33,臺中市,105
亞洲大學,日,博士,29,11,21,11,19,13,11,11,10,6,8,6,6,2,0,0,臺中市,105
亞洲大學,日,碩士,139,129,110,85,45,58,38,24,0,0,0,0,0,0,0,0,臺中市,105
亞洲大學,日,學士,862,1517,906,1522,959,1443,941,1337,0,0,0,0,0,0,218,116,臺中市,105
亞洲大學,職,碩士,189,62,84,110,13,15,8,6,0,0,0,0,0,0,0,0,臺中市,105
亞洲大學,進,學士,131,179,115,132,120,138,142,123,0,0,0,0,0,0,70,38,臺中市,105
開南大學,日,碩士,44,39,34,34,23,13,24,14,1,0,0,0,0,0,0,0,桃園市,105
開南大學,日,學士,518,662,774,884,773,830,804,792,0,0,0,0,0,0,334,163,桃園市,105
開南大學,職,碩士,93,73,73,62,26,15,12,5,8,0,2,1,0,0,0,0,桃園市,105
開南大學,進,學士,178,104,136,100,140,123,159,138,0,0,0,0,0,0,37,20,桃園市,105
佛光大學,日,博士,4,7,7,6,7,2,3,5,1,7,2,0,3,1,0,0,宜蘭縣,105
佛光大學,日,碩士,83,118,48,95,52,59,56,49,3,3,1,0,0,0,0,0,宜蘭縣,105
佛光大學,日,學士,367,421,357,417,327,408,303,374,0,0,0,0,0,0,103,68,宜蘭縣,105
佛光大學,職,碩士,42,34,39,31,19,14,12,5,11,9,0,0,0,0,0,0,宜蘭縣,105
台南應用科技大學,日,碩士,13,29,11,29,7,31,1,6,0,0,0,0,0,0,0,0,臺南市,105
台南應用科技大學,日,四技,633,1457,582,1476,538,1449,463,1362,0,0,0,0,0,0,67,67,臺南市,105
台南應用科技大學,日,二技,0,0,0,0,35,252,57,256,0,0,0,0,0,0,12,32,臺南市,105
台南應用科技大學,日,五專,48,192,47,203,50,202,59,184,63,152,0,0,0,0,0,0,臺南市,105
台南應用科技大學,職,碩士,15,25,12,42,3,31,4,8,1,3,0,0,0,0,0,0,臺南市,105
台南應用科技大學,修,四技,260,467,178,387,163,309,172,373,0,0,0,0,0,0,68,63,臺南市,105
台南應用科技大學,修,二技,0,0,0,0,21,92,21,104,0,0,0,0,0,0,5,19,臺南市,105
遠東科技大學,日,碩士,64,18,43,26,24,3,16,4,0,0,0,0,0,0,0,0,臺南市,105
遠東科技大學,日,四技,821,584,915,596,974,602,1103,599,0,0,0,0,0,0,174,74,臺南市,105
遠東科技大學,日,二技,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,臺南市,105
遠東科技大學,職,碩士,7,0,4,0,2,1,7,0,7,0,3,0,0,0,0,0,臺南市,105
遠東科技大學,修,四技,112,52,92,53,86,45,95,41,0,0,0,0,0,0,9,1,臺南市,105
遠東科技大學,修,二技,0,0,0,0,29,2,18,2,0,0,0,0,0,0,1,0,臺南市,105
遠東科技大學,修,二專,19,0,14,0,0,0,0,0,0,0,0,0,0,0,2,0,臺南市,105
元培醫事科技大學,日,碩士,54,61,38,39,15,18,13,11,0,0,0,0,0,0,0,0,新竹市,105
元培醫事科技大學,日,四技,461,601,604,686,567,671,551,629,0,0,0,0,0,0,203,95,新竹市,105
元培醫事科技大學,日,二技,0,0,0,0,2,49,3,46,0,0,0,0,0,0,0,0,新竹市,105
元培醫事科技大學,職,碩士,11,11,4,4,0,0,0,1,0,0,0,0,0,0,0,0,新竹市,105
元培醫事科技大學,修,四技,153,134,68,48,72,63,55,58,0,0,0,0,0,0,41,18,新竹市,105
元培醫事科技大學,修,二技,0,0,0,0,48,133,77,309,2,43,0,0,0,0,1,3,新竹市,105
景文科技大學,日,碩士,21,11,13,3,7,1,1,0,0,0,0,0,0,0,0,0,新北市,105
景文科技大學,日,四技,522,631,581,733,577,812,542,703,0,0,0,0,0,0,231,222,新北市,105
景文科技大學,日,二技,0,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,新北市,105
景文科技大學,職,碩士,28,19,29,19,3,2,3,1,0,0,0,0,0,0,0,0,新北市,105
景文科技大學,修,四技,261,203,171,195,154,185,158,183,0,0,0,0,0,0,63,27,新北市,105
景文科技大學,修,二技,0,0,0,0,63,100,85,122,0,0,0,0,0,0,3,2,新北市,105
中華醫事科技大學,日,碩士,24,25,19,12,5,3,3,0,0,0,0,0,0,0,0,0,臺南市,105
中華醫事科技大學,日,四技,372,508,537,667,516,607,418,564,0,0,0,0,0,0,103,65,臺南市,105
中華醫事科技大學,日,二技,0,0,0,0,89,292,39,295,0,0,0,0,0,0,6,27,臺南市,105
中華醫事科技大學,日,二專,27,23,21,25,0,0,0,0,0,0,0,0,0,0,2,1,臺南市,105
中華醫事科技大學,日,五專,143,501,121,427,89,351,100,321,54,309,0,0,0,0,9,18,臺南市,105
中華醫事科技大學,職,碩士,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺南市,105
中華醫事科技大學,修,四技,113,100,79,89,85,114,71,109,12,24,0,0,0,0,49,36,臺南市,105
中華醫事科技大學,修,二技,0,0,0,0,87,284,66,322,0,0,0,0,0,0,33,78,臺南市,105
中華醫事科技大學,修,二專,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺南市,105
東南科技大學,日,碩士,47,10,54,10,11,1,2,2,0,0,0,0,0,0,0,0,新北市,105
東南科技大學,日,四技,781,441,1010,538,935,523,1001,542,0,0,0,0,0,0,232,69,新北市,105
東南科技大學,日,二專,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,新北市,105
東南科技大學,職,碩士,17,7,19,0,0,0,4,0,0,0,0,0,0,0,0,0,新北市,105
東南科技大學,修,四技,173,63,86,23,85,32,59,27,0,0,0,0,0,0,38,12,新北市,105
東南科技大學,修,二技,0,0,0,0,11,2,35,5,0,0,0,0,0,0,1,2,新北市,105
德明財經科技大學,日,碩士,10,18,17,8,6,2,7,0,0,0,0,0,0,0,0,0,臺北市,105
德明財經科技大學,日,四技,737,1078,662,1107,605,1131,581,1168,0,0,0,0,0,0,166,119,臺北市,105
德明財經科技大學,日,二技,0,0,0,0,20,49,14,37,0,0,0,0,0,0,1,0,臺北市,105
德明財經科技大學,職,碩士,14,13,17,8,6,3,5,1,0,0,0,0,0,0,0,0,臺北市,105
德明財經科技大學,修,四技,129,129,126,161,150,175,142,171,0,0,0,0,0,0,57,33,臺北市,105
德明財經科技大學,修,二技,0,0,0,0,19,14,13,22,0,0,0,0,0,0,2,1,臺北市,105
明道大學,日,博士,3,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,彰化縣,105
明道大學,日,碩士,52,34,29,32,14,12,10,6,0,0,0,0,0,0,0,0,彰化縣,105
明道大學,日,學士,419,306,493,441,470,354,482,380,0,0,0,0,0,0,82,39,彰化縣,105
明道大學,職,碩士,13,26,5,14,1,3,3,2,0,0,0,0,0,0,0,0,彰化縣,105
明道大學,進,學士,208,142,177,88,171,101,177,105,0,0,0,0,0,0,34,30,彰化縣,105
南開科技大學,日,碩士,31,13,29,12,11,5,2,3,0,0,0,0,0,0,0,0,南投縣,105
南開科技大學,日,四技,483,239,589,309,559,294,572,326,0,0,0,0,0,0,104,33,南投縣,105
南開科技大學,日,二技,0,0,0,0,22,5,23,14,0,0,0,0,0,0,1,1,南投縣,105
南開科技大學,日,五專,157,30,207,43,134,32,124,39,171,63,0,0,0,0,25,1,南投縣,105
南開科技大學,職,碩士,14,19,18,39,4,2,5,6,0,0,0,0,0,0,0,0,南投縣,105
南開科技大學,修,四技,147,81,149,85,168,92,143,83,0,0,0,0,0,0,58,19,南投縣,105
中華科技大學,日,碩士,89,28,76,24,10,3,7,2,0,0,0,0,0,0,0,0,臺北市,105
中華科技大學,日,四技,755,424,909,508,943,467,981,553,0,0,0,0,0,0,201,60,臺北市,105
中華科技大學,日,二技,0,0,0,0,1,20,6,7,0,0,0,0,0,0,1,0,臺北市,105
中華科技大學,職,碩士,36,12,41,12,7,0,3,0,0,0,1,0,0,0,0,0,臺北市,105
中華科技大學,修,四技,253,44,147,41,152,54,119,61,0,0,0,0,0,0,65,14,臺北市,105
中華科技大學,修,二技,0,0,0,0,83,73,81,32,0,0,0,0,0,0,0,1,臺北市,105
中華科技大學,修,二專,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市,105
僑光科技大學,日,碩士,10,13,21,16,3,4,1,0,0,0,0,0,0,0,0,0,臺中市,105
僑光科技大學,日,四技,589,952,632,1011,565,1033,566,950,0,0,0,0,0,0,66,46,臺中市,105
僑光科技大學,日,二技,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,臺中市,105
僑光科技大學,日,二專,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,臺中市,105
僑光科技大學,日,五專,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,臺中市,105
僑光科技大學,職,碩士,11,8,11,10,0,0,1,0,0,0,0,0,0,0,0,0,臺中市,105
僑光科技大學,修,四技,651,526,428,440,404,455,386,477,0,0,0,0,0,0,83,65,臺中市,105
僑光科技大學,修,二技,0,0,0,0,37,24,22,13,0,0,0,0,0,0,0,1,臺中市,105
僑光科技大學,修,二專,6,9,52,36,0,0,0,0,0,0,0,0,0,0,4,1,臺中市,105
育達科技大學,日,碩士,31,27,13,6,6,6,2,2,0,0,0,0,0,0,0,0,苗栗縣,105
育達科技大學,日,四技,277,293,371,410,377,432,361,405,0,0,0,0,0,0,133,76,苗栗縣,105
育達科技大學,日,二技,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,1,苗栗縣,105
育達科技大學,職,碩士,57,34,19,12,5,0,2,0,1,0,0,0,0,0,0,0,苗栗縣,105
育達科技大學,修,四技,205,150,152,137,132,127,147,85,0,0,0,0,0,0,39,25,苗栗縣,105
育達科技大學,修,二技,0,0,0,0,80,136,26,94,0,0,0,0,0,0,3,6,苗栗縣,105
美和科技大學,日,碩士,30,36,18,26,4,11,1,3,0,0,0,0,0,0,0,0,屏東縣,105
美和科技大學,日,四技,373,457,401,482,394,474,370,469,0,0,0,0,0,0,45,22,屏東縣,105
美和科技大學,日,二技,0,0,0,0,22,212,17,215,0,0,0,0,0,0,1,3,屏東縣,105
美和科技大學,日,五專,59,331,41,328,29,312,30,279,36,296,0,0,0,0,8,22,屏東縣,105
美和科技大學,職,碩士,24,47,28,55,7,22,2,8,0,0,0,0,0,0,0,0,屏東縣,105
美和科技大學,修,四技,113,188,70,85,83,98,101,101,0,0,0,0,0,0,19,14,屏東縣,105
美和科技大學,修,二技,0,0,0,0,35,369,40,379,0,0,0,0,0,0,25,44,屏東縣,105
美和科技大學,修,二專,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,屏東縣,105
吳鳳科技大學,日,碩士,17,11,12,13,1,0,2,0,0,0,0,0,0,0,0,0,嘉義縣,105
吳鳳科技大學,日,四技,619,323,649,331,659,299,687,302,0,0,0,0,0,0,97,25,嘉義縣,105
吳鳳科技大學,職,碩士,24,19,22,14,1,0,0,0,0,1,0,0,0,0,0,0,嘉義縣,105
吳鳳科技大學,修,四技,156,50,172,62,210,78,172,70,0,0,0,0,0,0,27,9,嘉義縣,105
環球科技大學,日,碩士,37,32,30,24,2,8,3,3,0,0,0,0,0,0,0,0,雲林縣,105
環球科技大學,日,四技,379,449,502,519,541,598,368,440,0,0,0,0,0,0,92,43,雲林縣,105
環球科技大學,日,二技,0,0,0,0,0,3,2,2,0,0,0,0,0,0,2,1,雲林縣,105
環球科技大學,職,碩士,16,11,10,8,0,0,0,1,0,0,0,0,0,0,0,0,雲林縣,105
環球科技大學,修,四技,154,221,127,160,157,172,114,83,0,0,0,0,0,0,21,4,雲林縣,105
環球科技大學,修,二技,0,0,0,0,47,91,38,87,0,0,0,0,0,0,1,1,雲林縣,105
環球科技大學,修,二專,77,63,60,69,0,0,0,0,0,0,0,0,0,0,9,4,雲林縣,105
台灣首府大學,日,碩士,9,19,14,16,0,2,0,0,0,1,0,0,0,0,0,0,臺南市,105
台灣首府大學,日,學士,263,299,341,326,397,330,315,277,0,0,0,0,0,0,71,44,臺南市,105
台灣首府大學,修,二技,0,0,0,0,11,24,0,0,0,0,0,0,0,0,0,0,臺南市,105
台灣首府大學,進,學士,70,43,80,41,68,63,76,70,0,0,0,0,0,0,19,16,臺南市,105
中州科技大學,日,碩士,9,13,8,4,5,1,5,1,2,0,0,0,0,0,0,0,彰化縣,105
中州科技大學,日,四技,280,246,390,258,360,252,331,229,0,0,0,0,0,0,52,10,彰化縣,105
中州科技大學,日,二技,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,彰化縣,105
中州科技大學,職,碩士,18,5,6,2,0,1,1,0,0,2,0,0,0,0,0,0,彰化縣,105
中州科技大學,修,四技,166,115,148,96,139,81,139,57,0,0,0,0,0,0,28,5,彰化縣,105
中州科技大學,修,二技,0,0,0,0,120,255,20,58,0,0,0,0,0,0,1,2,彰化縣,105
修平科技大學,日,碩士,19,14,13,4,6,1,0,0,0,0,0,0,0,0,0,0,臺中市,105
修平科技大學,日,四技,691,389,802,484,811,497,761,438,0,0,0,0,0,0,180,61,臺中市,105
修平科技大學,職,碩士,7,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,臺中市,105
修平科技大學,修,四技,223,58,154,23,137,21,113,13,0,0,0,0,0,0,45,8,臺中市,105
修平科技大學,修,二專,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,臺中市,105
長庚科技大學,日,碩士,1,25,2,19,1,8,0,0,0,0,0,0,0,0,0,0,桃園市,105
長庚科技大學,日,四技,131,789,96,675,57,551,58,539,0,0,0,0,0,0,3,9,桃園市,105
長庚科技大學,日,二技,0,0,0,0,13,708,27,692,0,0,0,0,0,0,0,3,桃園市,105
長庚科技大學,日,五專,0,0,7,107,17,201,14,205,8,260,0,0,0,0,4,23,桃園市,105
長庚科技大學,職,碩士,0,30,0,21,1,9,1,6,0,1,0,0,0,0,0,0,桃園市,105
長庚科技大學,修,二技,0,0,0,0,40,618,24,653,26,374,0,0,0,0,2,11,桃園市,105
臺北城市科技大學,日,碩士,32,11,26,11,15,6,6,2,0,0,0,0,0,0,0,0,臺北市,105
臺北城市科技大學,日,四技,1082,666,1014,713,1084,716,972,659,0,0,0,0,0,0,270,112,臺北市,105
臺北城市科技大學,日,二專,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,臺北市,105
臺北城市科技大學,日,五專,264,108,249,104,169,78,197,90,219,97,0,0,0,0,17,7,臺北市,105
臺北城市科技大學,修,四技,192,98,120,32,144,50,130,55,0,0,0,0,0,0,35,11,臺北市,105
臺北城市科技大學,修,二專,19,15,15,5,0,0,0,0,0,0,0,0,0,0,3,1,臺北市,105
大華科技大學,日,碩士,4,0,5,0,6,0,7,0,0,0,0,0,0,0,0,0,新竹縣,105
大華科技大學,日,四技,106,85,103,60,156,61,182,125,0,0,0,0,0,0,74,37,新竹縣,105
大華科技大學,日,二技,0,0,0,0,17,16,14,28,0,0,0,0,0,0,1,2,新竹縣,105
大華科技大學,日,五專,65,55,119,58,75,55,141,92,149,128,0,0,0,0,6,3,新竹縣,105
大華科技大學,職,碩士,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,新竹縣,105
大華科技大學,修,四技,76,25,97,31,93,33,81,52,0,0,0,0,0,0,31,11,新竹縣,105
大華科技大學,修,二技,0,0,0,0,391,119,256,66,0,0,0,0,0,0,3,3,新竹縣,105
大華科技大學,修,二專,134,48,0,0,0,0,0,0,0,0,0,0,0,0,5,0,新竹縣,105
醒吾科技大學,日,碩士,18,10,15,8,11,1,0,0,0,0,0,0,0,0,0,0,新北市,105
醒吾科技大學,日,四技,493,708,579,898,547,995,605,853,0,0,0,0,0,0,97,63,新北市,105
醒吾科技大學,日,二技,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,新北市,105
醒吾科技大學,日,五專,80,109,110,174,66,110,85,179,72,190,0,0,0,0,2,1,新北市,105
醒吾科技大學,職,碩士,38,13,16,15,3,4,6,1,0,0,0,0,0,0,0,0,新北市,105
醒吾科技大學,修,四技,229,230,69,59,99,103,136,126,0,0,0,0,0,0,46,10,新北市,105
南榮科技大學,日,碩士,10,7,8,9,1,0,1,0,0,0,0,0,0,0,0,0,臺南市,105
南榮科技大學,日,四技,138,80,217,171,286,160,171,133,0,0,0,0,0,0,30,14,臺南市,105
南榮科技大學,日,二技,0,0,0,0,14,0,17,2,0,0,0,0,0,0,0,0,臺南市,105
南榮科技大學,日,五專,21,8,27,11,34,11,49,17,56,20,0,0,0,0,3,1,臺南市,105
南榮科技大學,職,碩士,10,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,臺南市,105
南榮科技大學,修,四技,61,35,116,58,168,125,196,112,0,0,0,0,0,0,44,8,臺南市,105
南榮科技大學,修,二技,0,0,0,0,12,7,20,22,0,0,0,0,0,0,3,0,臺南市,105
南榮科技大學,修,二專,30,30,39,44,0,0,0,0,0,0,0,0,0,0,11,7,臺南市,105
文藻外語大學,日,碩士,16,46,8,39,4,18,4,13,0,0,0,0,0,0,0,0,高雄市,105
文藻外語大學,日,四技,308,934,270,986,214,981,231,976,0,0,0,0,0,0,86,236,高雄市,105
文藻外語大學,日,二技,0,0,0,0,22,109,23,140,0,0,0,0,0,0,2,22,高雄市,105
文藻外語大學,日,五專,53,266,65,296,55,292,58,277,47,291,0,0,0,0,9,25,高雄市,105
文藻外語大學,職,碩士,6,14,0,15,5,11,2,4,1,2,0,0,0,0,0,0,高雄市,105
文藻外語大學,修,四技,190,361,113,279,90,250,96,233,0,0,0,0,0,0,43,136,高雄市,105
文藻外語大學,修,二技,0,0,0,0,21,65,15,48,0,0,0,0,0,0,6,20,高雄市,105
華夏科技大學,日,碩士,19,3,12,3,1,0,0,0,0,0,0,0,0,0,0,0,新北市,105
華夏科技大學,日,四技,366,245,509,276,474,255,410,280,0,0,0,0,0,0,71,25,新北市,105
華夏科技大學,日,二技,0,0,0,0,34,6,35,10,0,0,0,0,0,0,0,0,新北市,105
